일시,평균기온(°C),최저기온(°C),최고기온(°C),내일최고온도,내일최저온도
2015-06-12,23.6,19.4,29.9,30.9,20.1
2015-06-13,24.7,20.1,30.9,27.7,17.8
2015-06-14,22.8,17.8,27.7,30.6,19.6
2015-06-15,24.2,19.6,30.6,30.9,20
2015-06-16,25,20,30.9,30.8,20.2
2015-06-17,23.4,20.2,30.8,31.3,19.6
2015-06-18,24.8,19.6,31.3,29.9,20
2015-06-19,24.5,20,29.9,22.6,17
2015-06-20,19.6,17,22.6,29.6,15.6
2015-06-21,22.4,15.6,29.6,29.1,19.4
2015-06-22,24,19.4,29.1,31,19.7
2015-06-23,24.7,19.7,31,30.6,21.1
2015-06-24,25.7,21.1,30.6,29.1,21
2015-06-25,24.8,21,29.1,25.3,18
2015-06-26,21,18,25.3,31.1,19.2
2015-06-27,25.2,19.2,31.1,31.1,21
2015-06-28,25.4,21,31.1,30.6,21.2
2015-06-29,25.7,21.2,30.6,29.2,21.9
2015-06-30,24.4,21.9,29.2,27.9,21
2015-07-01,23.7,21,27.9,29.3,20.4
2015-07-02,23.7,20.4,29.3,28.3,19.2
2015-07-03,23.3,19.2,28.3,29.9,18.2
2015-07-04,24.1,18.2,29.9,29.6,20.1
2015-07-05,24.2,20.1,29.6,32.5,20.2
2015-07-06,25.3,20.2,32.5,29.7,21.4
2015-07-07,25.6,21.4,29.7,26.3,20.7
2015-07-08,23.4,20.7,26.3,31.8,22.1
2015-07-09,26.5,22.1,31.8,34.3,23.6
2015-07-10,29.2,23.6,34.3,36,25.7
2015-07-11,30.4,25.7,36,28,24
2015-07-12,24.8,24,28,24.9,21.4
2015-07-13,23.1,21.4,24.9,31.4,22.5
2015-07-14,26.1,22.5,31.4,33.9,22.7
2015-07-15,27.9,22.7,33.9,28.9,20.6
2015-07-16,24.7,20.6,28.9,28.6,18.4
2015-07-17,23.6,18.4,28.6,27.8,22.3
2015-07-18,24.3,22.3,27.8,29.8,21.3
2015-07-19,25.1,21.3,29.8,31.2,24.4
2015-07-20,27.5,24.4,31.2,29.6,24.6
2015-07-21,27,24.6,29.6,31.7,25.3
2015-07-22,27.7,25.3,31.7,32.1,24.9
2015-07-23,26.9,24.9,32.1,25.4,22.6
2015-07-24,24.7,22.6,25.4,26.4,24.4
2015-07-25,25,24.4,26.4,30,23.5
2015-07-26,26,23.5,30,30,24.4
2015-07-27,26.2,24.4,30,31.2,24.6
2015-07-28,27.7,24.6,31.2,28.8,24.8
2015-07-29,26.7,24.8,28.8,33.1,25.5
2015-07-30,28.6,25.5,33.1,32.4,26.2
2015-07-31,27.9,26.2,32.4,31.6,26
2015-08-01,28.2,26,31.6,29.2,24.1
2015-08-02,26.5,24.1,29.2,31.5,25.6
2015-08-03,27.9,25.6,31.5,30.8,25.4
2015-08-04,27.5,25.4,30.8,32.7,25.9
2015-08-05,28.6,25.9,32.7,34.4,24.5
2015-08-06,29.3,24.5,34.4,34.4,26
2015-08-07,28.9,26,34.4,33,24.3
2015-08-08,26.6,24.3,33,31,23.3
2015-08-09,26.7,23.3,31,32,23.9
2015-08-10,27,23.9,32,30.6,24.5
2015-08-11,26.8,24.5,30.6,32.9,22.1
2015-08-12,27.3,22.1,32.9,31.1,23.9
2015-08-13,26.5,23.9,31.1,32.5,22.7
2015-08-14,26.9,22.7,32.5,30.8,23.1
2015-08-15,27.1,23.1,30.8,31.2,20.7
2015-08-16,25.8,20.7,31.2,32.9,19.8
2015-08-17,26.6,19.8,32.9,32.2,24.1
2015-08-18,27.9,24.1,32.2,29.7,24.2
2015-08-19,26.8,24.2,29.7,28.1,24.2
2015-08-20,25.4,24.2,28.1,29.3,23
2015-08-21,25.2,23,29.3,29.6,23.4
2015-08-22,25.5,23.4,29.6,31.7,20.9
2015-08-23,26.3,20.9,31.7,30.3,23.3
2015-08-24,26.3,23.3,30.3,24.5,19.2
2015-08-25,21.7,19.2,24.5,25.3,18.9
2015-08-26,21.9,18.9,25.3,30,21.2
2015-08-27,24.7,21.2,30,28.1,19
2015-08-28,23.2,19,28.1,30.8,19
2015-08-29,24.4,19,30.8,31,19.9
2015-08-30,24.9,19.9,31,31.2,21
2015-08-31,25.9,21,31.2,30.7,22.6
2015-09-01,25.9,22.6,30.7,27.7,22
2015-09-02,23.9,22,27.7,28.2,19.8
2015-09-03,23.9,19.8,28.2,30.7,20.6
2015-09-04,24.8,20.6,30.7,23.6,19.4
2015-09-05,21.9,19.4,23.6,26.2,19.3
2015-09-06,22.2,19.3,26.2,28.7,16.8
2015-09-07,22.6,16.8,28.7,28.9,16.2
2015-09-08,22.7,16.2,28.9,30.1,15.3
2015-09-09,22.4,15.3,30.1,28.4,17
2015-09-10,22.4,17,28.4,24.4,16.8
2015-09-11,21,16.8,24.4,24,15.5
2015-09-12,19.2,15.5,24,26,15.2
2015-09-13,20.2,15.2,26,27.8,16.4
2015-09-14,22.1,16.4,27.8,28.7,17.4
2015-09-15,22.8,17.4,28.7,26.7,16
2015-09-16,21.6,16,26.7,27.6,15.5
2015-09-17,21.4,15.5,27.6,29.2,15.9
2015-09-18,21.9,15.9,29.2,29,17
2015-09-19,22.3,17,29,28.3,17.9
2015-09-20,22.1,17.9,28.3,29.4,16.5
2015-09-21,22.6,16.5,29.4,31,18
2015-09-22,23.9,18,31,26.1,19
2015-09-23,22,19,26.1,30.6,17.5
2015-09-24,23.4,17.5,30.6,29.8,19
2015-09-25,23.4,19,29.8,28,17.9
2015-09-26,22.4,17.9,28,29.8,14.2
2015-09-27,21.9,14.2,29.8,28.3,15.5
2015-09-28,21.4,15.5,28.3,28.2,15.9
2015-09-29,22.1,15.9,28.2,26.2,19.4
2015-09-30,21.3,19.4,26.2,19.7,10.7
2015-10-01,16.3,10.7,19.7,21.5,8.6
2015-10-02,16.5,8.6,21.5,24.5,13.3
2015-10-03,19.2,13.3,24.5,22.4,11.2
2015-10-04,16.6,11.2,22.4,25.6,11
2015-10-05,18,11,25.6,26.3,12.1
2015-10-06,18.7,12.1,26.3,25.7,14.1
2015-10-07,19.6,14.1,25.7,26.4,15.7
2015-10-08,20.1,15.7,26.4,20.5,12.8
2015-10-09,16.2,12.8,20.5,17.2,10.4
2015-10-10,12.8,10.4,17.2,14.4,8.1
2015-10-11,10.8,8.1,14.4,17.9,8.2
2015-10-12,12.3,8.2,17.9,21.3,7.8
2015-10-13,15,7.8,21.3,24.5,10.9
2015-10-14,17.1,10.9,24.5,26.1,12.1
2015-10-15,17.9,12.1,26.1,24.2,13.2
2015-10-16,17.5,13.2,24.2,26.6,12.4
2015-10-17,18.7,12.4,26.6,24.2,12.4
2015-10-18,17.9,12.4,24.2,23.9,13.6
2015-10-19,18.1,13.6,23.9,25.1,15.4
2015-10-20,18.8,15.4,25.1,22.7,13.9
2015-10-21,17.9,13.9,22.7,23.1,14.5
2015-10-22,17.5,14.5,23.1,21.4,15.2
2015-10-23,17.5,15.2,21.4,22,13.2
2015-10-24,16.9,13.2,22,22.8,12.1
2015-10-25,16.3,12.1,22.8,18.7,12
2015-10-26,15,12,18.7,15.9,7.7
2015-10-27,12.1,7.7,15.9,15.8,5.6
2015-10-28,9.9,5.6,15.8,14.7,3.2
2015-10-29,8.4,3.2,14.7,10.4,1.7
2015-10-30,5.4,1.7,10.4,12.3,1.1
2015-10-31,5.7,1.1,12.3,12.6,1.3
2015-11-01,7,1.3,12.6,15.2,6.1
2015-11-02,10.8,6.1,15.2,18.7,6.6
2015-11-03,11.8,6.6,18.7,19.8,5.8
2015-11-04,12.2,5.8,19.8,19.2,8.6
2015-11-05,13.2,8.6,19.2,19.2,9.6
2015-11-06,13.5,9.6,19.2,11.7,9.3
2015-11-07,10.5,9.3,11.7,11.8,10.3
2015-11-08,11.1,10.3,11.8,12.1,9.8
2015-11-09,10.8,9.8,12.1,13.5,7.7
2015-11-10,10,7.7,13.5,17.7,6.6
2015-11-11,11.6,6.6,17.7,21,10.2
2015-11-12,14.5,10.2,21,13.1,10.5
2015-11-13,11.5,10.5,13.1,14.2,11
2015-11-14,12.8,11,14.2,17.2,10.6
2015-11-15,13.4,10.6,17.2,14,10.7
2015-11-16,12.2,10.7,14,19.3,11
2015-11-17,13.9,11,19.3,12.6,8.4
2015-11-18,10.4,8.4,12.6,10.8,6.7
2015-11-19,8.9,6.7,10.8,14.4,7.1
2015-11-20,9.8,7.1,14.4,15.4,5
2015-11-21,9.2,5,15.4,15.7,5.9
2015-11-22,10.2,5.9,15.7,11,6.5
2015-11-23,8.5,6.5,11,8.8,2.7
2015-11-24,5.6,2.7,8.8,5.3,0.9
2015-11-25,2.4,0.9,5.3,0.9,-4.8
2015-11-26,-2.7,-4.8,0.9,2,-7.3
2015-11-27,-2.8,-7.3,2,2.6,-2.7
2015-11-28,0.1,-2.7,2.6,3.9,1
2015-11-29,2.5,1,3.9,8.5,0.9
2015-11-30,4.1,0.9,8.5,10.4,-1.3
2015-12-01,4,-1.3,10.4,8.5,2.9
2015-12-02,6,2.9,8.5,3.3,-3.2
2015-12-03,-0.7,-3.2,3.3,3.1,-4.4
2015-12-04,-0.4,-4.4,3.1,7.2,0.6
2015-12-05,3.4,0.6,7.2,7.8,-2
2015-12-06,1.3,-2,7.8,6.7,-3.4
2015-12-07,1.9,-3.4,6.7,9.6,-1.4
2015-12-08,2.9,-1.4,9.6,10.9,-0.8
2015-12-09,5,-0.8,10.9,9.2,5.8
2015-12-10,7.8,5.8,9.2,12.2,3.3
2015-12-11,6.4,3.3,12.2,11,1.1
2015-12-12,5.2,1.1,11,12.2,0.9
2015-12-13,5.2,0.9,12.2,6.4,2.6
2015-12-14,5,2.6,6.4,8.2,2
2015-12-15,4.7,2,8.2,2.8,-5
2015-12-16,-1,-5,2.8,-0.4,-7.4
2015-12-17,-4.6,-7.4,-0.4,-1,-7
2015-12-18,-3.3,-7,-1,6.8,-4.6
2015-12-19,-0.1,-4.6,6.8,6,-3.4
2015-12-20,1.5,-3.4,6,5,-0.2
2015-12-21,2.2,-0.2,5,7.7,-1.5
2015-12-22,3.1,-1.5,7.7,10.6,2.9
2015-12-23,5.9,2.9,10.6,5.3,-1.6
2015-12-24,1.5,-1.6,5.3,3.7,-4.9
2015-12-25,-0.8,-4.9,3.7,4.7,-3.2
2015-12-26,0.9,-3.2,4.7,-1,-8.9
2015-12-27,-5.7,-8.9,-1,-1,-9.5
2015-12-28,-5.7,-9.5,-1,2.9,-8.7
2015-12-29,-3.2,-8.7,2.9,4.3,-3.5
2015-12-30,0.3,-3.5,4.3,2.8,-1.9
2015-12-31,0.7,-1.9,2.8,4,-3.3
2016-01-01,1.2,-3.3,4,9.5,1
2016-01-02,5.7,1,9.5,9.4,5.1
2016-01-03,6.5,5.1,9.4,5.3,-2.5
2016-01-04,2,-2.5,5.3,1.5,-4.8
2016-01-05,-2.7,-4.8,1.5,1.7,-4.9
2016-01-06,-1.7,-4.9,1.7,1.4,-5.9
2016-01-07,-3.4,-5.9,1.4,1,-6.9
2016-01-08,-3.3,-6.9,1,2.4,-6.2
2016-01-09,-2.1,-6.2,2.4,3.8,-2.7
2016-01-10,0.3,-2.7,3.8,0.9,-6.5
2016-01-11,-3.8,-6.5,0.9,0.7,-9.1
2016-01-12,-5.2,-9.1,0.7,0.1,-8.2
2016-01-13,-4.5,-8.2,0.1,1.3,-8.4
2016-01-14,-3.4,-8.4,1.3,5.3,-4.3
2016-01-15,-0.4,-4.3,5.3,2.8,-2.1
2016-01-16,-0.2,-2.1,2.8,5.4,-0.7
2016-01-17,1.7,-0.7,5.4,0.4,-12.3
2016-01-18,-6.3,-12.3,0.4,-8.9,-15.1
2016-01-19,-12.8,-15.1,-8.9,-5.2,-14.5
2016-01-20,-10.5,-14.5,-5.2,-2.3,-10.2
2016-01-21,-7.1,-10.2,-2.3,-3.8,-11.1
2016-01-22,-7.6,-11.1,-3.8,-8.3,-16
2016-01-23,-11.5,-16,-8.3,-10.5,-18
2016-01-24,-14.4,-18,-10.5,-3.4,-14.3
2016-01-25,-9.4,-14.3,-3.4,1.7,-8.5
2016-01-26,-3.3,-8.5,1.7,4.3,-4.7
2016-01-27,-1.1,-4.7,4.3,3.5,-5.6
2016-01-28,-0.5,-5.6,3.5,5.4,-1.4
2016-01-29,1.9,-1.4,5.4,5.2,-2.5
2016-01-30,0.6,-2.5,5.2,0.3,-6.5
2016-01-31,-3.9,-6.5,0.3,-1,-9.1
2016-02-01,-6,-9.1,-1,0.9,-10
2016-02-02,-5.3,-10,0.9,4,-8.3
2016-02-03,-2.4,-8.3,4,3.9,-4
2016-02-04,-0.7,-4,3.9,3.4,-6.8
2016-02-05,-2.2,-6.8,3.4,2,-6.2
2016-02-06,-3.1,-6.2,2,3.5,-8.3
2016-02-07,-2.9,-8.3,3.5,5.5,-4.3
2016-02-08,1.3,-4.3,5.5,5.5,-3.9
2016-02-09,0.3,-3.9,5.5,10.7,-4.3
2016-02-10,2.7,-4.3,10.7,13.5,1.6
2016-02-11,8.1,1.6,13.5,10,6.8
2016-02-12,8.4,6.8,10,14.4,5.8
2016-02-13,11,5.8,14.4,5.8,-6.8
2016-02-14,-2.6,-6.8,5.8,-2.3,-10
2016-02-15,-5.8,-10,-2.3,1.1,-6.7
2016-02-16,-2.7,-6.7,1.1,5.4,-5.2
2016-02-17,0,-5.2,5.4,7.8,-1.4
2016-02-18,3.5,-1.4,7.8,4.4,0.1
2016-02-19,2.3,0.1,4.4,6.3,-2.5
2016-02-20,1.3,-2.5,6.3,4.4,-4.2
2016-02-21,-0.6,-4.2,4.4,4.2,-2.2
2016-02-22,1.1,-2.2,4.2,4.5,-4.5
2016-02-23,0.7,-4.5,4.5,2.2,-6.8
2016-02-24,-3,-6.8,2.2,5.7,-5.8
2016-02-25,-0.2,-5.8,5.7,7.5,-3.2
2016-02-26,2.2,-3.2,7.5,8.1,0.5
2016-02-27,3.3,0.5,8.1,6.9,-2.6
2016-02-28,0.7,-2.6,6.9,-1.1,-5.9
2016-02-29,-3.8,-5.9,-1.1,2.1,-7.5
2016-03-01,-2.7,-7.5,2.1,8.1,-2.2
2016-03-02,3.1,-2.2,8.1,13.9,4.4
2016-03-03,8.1,4.4,13.9,20.3,6.4
2016-03-04,13.2,6.4,20.3,13.5,9.1
2016-03-05,11.3,9.1,13.5,12.9,4.3
2016-03-06,7.9,4.3,12.9,12.2,4.8
2016-03-07,8.1,4.8,12.2,7,-1.4
2016-03-08,2.7,-1.4,7,5.3,-2.7
2016-03-09,0.3,-2.7,5.3,3.1,-4.3
2016-03-10,-1.1,-4.3,3.1,4.6,-5.5
2016-03-11,-0.5,-5.5,4.6,6.4,-3.3
2016-03-12,2,-3.3,6.4,6.5,1.9
2016-03-13,3.7,1.9,6.5,9.6,1.3
2016-03-14,4.7,1.3,9.6,12.4,-1
2016-03-15,5.2,-1,12.4,13.8,2.7
2016-03-16,7.5,2.7,13.8,14.7,2
2016-03-17,9.3,2,14.7,20.1,8.8
2016-03-18,13.4,8.8,20.1,18.1,6.6
2016-03-19,11.4,6.6,18.1,17.5,4.9
2016-03-20,10.6,4.9,17.5,16.1,5.5
2016-03-21,9.9,5.5,16.1,13.8,3.5
2016-03-22,8,3.5,13.8,13.8,3.8
2016-03-23,8.2,3.8,13.8,12.7,1.6
2016-03-24,7.2,1.6,12.7,12.6,2.1
2016-03-25,7.1,2.1,12.6,12.6,2.1
2016-03-26,6.5,2.1,12.6,13.1,2.2
2016-03-27,7.2,2.2,13.1,17.4,2.3
2016-03-28,9.8,2.3,17.4,17.1,7.6
2016-03-29,11.3,7.6,17.1,18.3,7
2016-03-30,11.5,7,18.3,21.4,6
2016-03-31,13.5,6,21.4,23.8,7.3
2016-04-01,15.3,7.3,23.8,21.7,9.6
2016-04-02,15,9.6,21.7,12.7,8.2
2016-04-03,10.7,8.2,12.7,19.8,5.1
2016-04-04,12.3,5.1,19.8,18.1,5.9
2016-04-05,11.4,5.9,18.1,22.9,6.6
2016-04-06,14.4,6.6,22.9,20.6,10.5
2016-04-07,14.1,10.5,20.6,18.7,7.8
2016-04-08,11.1,7.8,18.7,14.1,7.4
2016-04-09,10.7,7.4,14.1,20.7,9.3
2016-04-10,13.4,9.3,20.7,19.4,5.7
2016-04-11,12.5,5.7,19.4,19.4,10.3
2016-04-12,14.1,10.3,19.4,21.4,11.4
2016-04-13,15.6,11.4,21.4,18.6,9.3
2016-04-14,12.4,9.3,18.6,23.1,8.1
2016-04-15,15,8.1,23.1,20.7,9.8
2016-04-16,14.9,9.8,20.7,14.5,8.3
2016-04-17,10.8,8.3,14.5,18.6,7.1
2016-04-18,11.2,7.1,18.6,19.2,6.5
2016-04-19,12,6.5,19.2,20.9,10.1
2016-04-20,14.3,10.1,20.9,16.9,10.3
2016-04-21,13.5,10.3,16.9,18.6,10.1
2016-04-22,13.5,10.1,18.6,19.8,7.8
2016-04-23,13.5,7.8,19.8,23.7,8.1
2016-04-24,15.5,8.1,23.7,25.3,10.2
2016-04-25,17.2,10.2,25.3,29.6,12.1
2016-04-26,21.1,12.1,29.6,20.7,14.5
2016-04-27,17.2,14.5,20.7,23,12.4
2016-04-28,17.2,12.4,23,22.6,10.9
2016-04-29,16.2,10.9,22.6,20.4,10.8
2016-04-30,15.9,10.8,20.4,26,12.2
2016-05-01,18.8,12.2,26,28.4,16.5
2016-05-02,21.1,16.5,28.4,17.6,8.9
2016-05-03,12.9,8.9,17.6,20.6,10.2
2016-05-04,15.7,10.2,20.6,26.9,10.2
2016-05-05,18.9,10.2,26.9,18.6,13
2016-05-06,16.3,13,18.6,22.6,10.7
2016-05-07,16.5,10.7,22.6,26.8,11.6
2016-05-08,19.4,11.6,26.8,25.4,16.3
2016-05-09,20.2,16.3,25.4,18.1,12.5
2016-05-10,14.5,12.5,18.1,23.5,10.4
2016-05-11,16.4,10.4,23.5,24,12.1
2016-05-12,17.8,12.1,24,25.4,12.7
2016-05-13,18.6,12.7,25.4,26.9,15.1
2016-05-14,20.2,15.1,26.9,24.2,12.3
2016-05-15,17.4,12.3,24.2,21.9,10.8
2016-05-16,15.9,10.8,21.9,26.6,10.9
2016-05-17,19.3,10.9,26.6,29.5,13.5
2016-05-18,22.3,13.5,29.5,31.9,16.3
2016-05-19,24.3,16.3,31.9,31.6,16.8
2016-05-20,24,16.8,31.6,30.4,17.8
2016-05-21,24.1,17.8,30.4,31.7,17.6
2016-05-22,24.7,17.6,31.7,29.4,18.3
2016-05-23,23.3,18.3,29.4,21.8,15.4
2016-05-24,16.8,15.4,21.8,24.4,15.3
2016-05-25,19.7,15.3,24.4,22.9,17.5
2016-05-26,19.4,17.5,22.9,27.1,14.8
2016-05-27,20.9,14.8,27.1,28,17.2
2016-05-28,21.7,17.2,28,27.6,17.2
2016-05-29,21.5,17.2,27.6,28.9,16.9
2016-05-30,22.1,16.9,28.9,27.6,17.4
2016-05-31,21.6,17.4,27.6,29.9,17.1
2016-06-01,23.3,17.1,29.9,29.1,17.2
2016-06-02,23.2,17.2,29.1,27.7,17.6
2016-06-03,22.2,17.6,27.7,26.3,18.2
2016-06-04,21.2,18.2,26.3,32.2,17.3
2016-06-05,24.7,17.3,32.2,28.4,20.8
2016-06-06,23.3,20.8,28.4,25.9,19.6
2016-06-07,21.7,19.6,25.9,27.7,18.2
2016-06-08,22.1,18.2,27.7,31.3,17.8
2016-06-09,24.1,17.8,31.3,31.3,20.2
2016-06-10,24.6,20.2,31.3,26.5,20.9
2016-06-11,23.5,20.9,26.5,26.7,19.9
2016-06-12,23.5,19.9,26.7,29.6,19.4
2016-06-13,23.5,19.4,29.6,29.5,19.7
2016-06-14,23.8,19.7,29.5,24.5,17.4
2016-06-15,20.9,17.4,24.5,24.9,18.6
2016-06-16,20.9,18.6,24.9,29.1,18.6
2016-06-17,23.8,18.6,29.1,29.9,20.1
2016-06-18,24.5,20.1,29.9,29.3,20.3
2016-06-19,24.1,20.3,29.3,30.7,19.6
2016-06-20,24.7,19.6,30.7,31.3,21
2016-06-21,26,21,31.3,30.2,20.9
2016-06-22,24.3,20.9,30.2,29.4,19.6
2016-06-23,24.7,19.6,29.4,25.7,21.1
2016-06-24,23.1,21.1,25.7,26.7,19.2
2016-06-25,22.8,19.2,26.7,30.3,19.4
2016-06-26,24.4,19.4,30.3,29.5,19.9
2016-06-27,24.4,19.9,29.5,29.7,20.4
2016-06-28,24.7,20.4,29.7,30.2,20.9
2016-06-29,25.3,20.9,30.2,26.9,23
2016-06-30,24.6,23,26.9,26.6,22
2016-07-01,24,22,26.6,27.7,20.6
2016-07-02,23.5,20.6,27.7,26.8,21.1
2016-07-03,23.5,21.1,26.8,24.1,20.2
2016-07-04,21.8,20.2,24.1,24.8,20.2
2016-07-05,23.1,20.2,24.8,26.9,20.3
2016-07-06,22.9,20.3,26.9,28.5,20.1
2016-07-07,24,20.1,28.5,32.4,21.2
2016-07-08,27.3,21.2,32.4,32.7,23.2
2016-07-09,27.7,23.2,32.7,33.1,23.2
2016-07-10,27.9,23.2,33.1,33.4,24.8
2016-07-11,28.4,24.8,33.4,30.9,22.1
2016-07-12,26.3,22.1,30.9,29.5,23.2
2016-07-13,26.3,23.2,29.5,32.4,24
2016-07-14,27.5,24,32.4,29.2,23.7
2016-07-15,26.2,23.7,29.2,23.8,19.8
2016-07-16,20.8,19.8,23.8,23.1,20.4
2016-07-17,21.7,20.4,23.1,28.4,20.7
2016-07-18,24.4,20.7,28.4,32.4,20.9
2016-07-19,27.1,20.9,32.4,32.9,24
2016-07-20,28.6,24,32.9,32.2,24.9
2016-07-21,28.3,24.9,32.2,34.1,25.3
2016-07-22,29.1,25.3,34.1,31.6,27.2
2016-07-23,28.7,27.2,31.6,30.1,27
2016-07-24,28,27,30.1,31.4,26.4
2016-07-25,28.4,26.4,31.4,31.9,25.6
2016-07-26,28.4,25.6,31.9,28.9,26.7
2016-07-27,27.6,26.7,28.9,30.5,26.7
2016-07-28,28,26.7,30.5,28.4,23.4
2016-07-29,26.3,23.4,28.4,33,26.4
2016-07-30,28.6,26.4,33,32.8,26.6
2016-07-31,28.9,26.6,32.8,32.4,25.8
2016-08-01,28.4,25.8,32.4,31.1,25
2016-08-02,27.2,25,31.1,34.2,24
2016-08-03,29.1,24,34.2,35.7,26
2016-08-04,30.7,26,35.7,36,26.5
2016-08-05,31.2,26.5,36,34,26.6
2016-08-06,30.5,26.6,34,35,27
2016-08-07,30.6,27,35,35.5,26.4
2016-08-08,30.5,26.4,35.5,33.6,26.4
2016-08-09,29.3,26.4,33.6,34.8,26.1
2016-08-10,29.4,26.1,34.8,36.4,26.1
2016-08-11,30.5,26.1,36.4,35.9,26.4
2016-08-12,30.4,26.4,35.9,35.1,26.8
2016-08-13,30.2,26.8,35.1,31.8,27.3
2016-08-14,28.9,27.3,31.8,34,25.8
2016-08-15,29.1,25.8,34,34.9,26.2
2016-08-16,29.3,26.2,34.9,34.7,25.1
2016-08-17,29.9,25.1,34.7,34.3,26.2
2016-08-18,29.9,26.2,34.3,33.2,26.6
2016-08-19,28.9,26.6,33.2,34.9,26.5
2016-08-20,30.1,26.5,34.9,36.6,26.9
2016-08-21,30.7,26.9,36.6,36.3,25.8
2016-08-22,30.7,25.8,36.3,33,26
2016-08-23,28.3,26,33,32.9,26.4
2016-08-24,29.1,26.4,32.9,32.2,24
2016-08-25,27.1,24,32.2,28.2,19.5
2016-08-26,23,19.5,28.2,29.7,16.9
2016-08-27,23.4,16.9,29.7,24.5,18.3
2016-08-28,21,18.3,24.5,27.1,17.4
2016-08-29,22.2,17.4,27.1,24.5,17.9
2016-08-30,20.6,17.9,24.5,19.2,16.1
2016-08-31,17.7,16.1,19.2,28.6,15.8
2016-09-01,23.2,15.8,28.6,29,20.6
2016-09-02,24.2,20.6,29,28.6,20.4
2016-09-03,23.9,20.4,28.6,29.6,22.1
2016-09-04,25.6,22.1,29.6,31.1,23
2016-09-05,26.4,23,31.1,29,21
2016-09-06,24.7,21,29,28.6,20.9
2016-09-07,24.3,20.9,28.6,26.5,21.5
2016-09-08,23,21.5,26.5,29.3,19.7
2016-09-09,23.9,19.7,29.3,29.1,20
2016-09-10,24.4,20,29.1,28.2,22.1
2016-09-11,24.5,22.1,28.2,27.5,21.4
2016-09-12,23.4,21.4,27.5,30.8,19.6
2016-09-13,24.6,19.6,30.8,28.9,21.4
2016-09-14,24.6,21.4,28.9,29.5,18.8
2016-09-15,23.9,18.8,29.5,29.5,20.4
2016-09-16,24.6,20.4,29.5,28.2,18.5
2016-09-17,23.1,18.5,28.2,28.3,20.2
2016-09-18,23.5,20.2,28.3,27.8,18.2
2016-09-19,21.9,18.2,27.8,26.8,15.4
2016-09-20,20.6,15.4,26.8,25.3,14.3
2016-09-21,20.2,14.3,25.3,27.2,17.5
2016-09-22,21.9,17.5,27.2,27.9,16.4
2016-09-23,21.4,16.4,27.9,28.9,16.5
2016-09-24,22.3,16.5,28.9,29.7,18.6
2016-09-25,23,18.6,29.7,28.9,19.7
2016-09-26,23.6,19.7,28.9,23.8,19.1
2016-09-27,21,19.1,23.8,21.8,18.7
2016-09-28,19.9,18.7,21.8,24.8,18.2
2016-09-29,20.4,18.2,24.8,23.5,17.7
2016-09-30,20.5,17.7,23.5,25.6,17.5
2016-10-01,21.1,17.5,25.6,22.4,16.7
2016-10-02,19,16.7,22.4,27.9,19.6
2016-10-03,22.7,19.6,27.9,29,15.6
2016-10-04,22,15.6,29,27.2,17.5
2016-10-05,21.1,17.5,27.2,23.5,13.6
2016-10-06,18,13.6,23.5,24.8,16.5
2016-10-07,19.7,16.5,24.8,21.8,10.3
2016-10-08,16.8,10.3,21.8,16.6,6.5
2016-10-09,11.3,6.5,16.6,21.4,7.4
2016-10-10,14,7.4,21.4,21.1,10
2016-10-11,15.4,10,21.1,20.7,11.4
2016-10-12,15.5,11.4,20.7,21.9,9.3
2016-10-13,15.2,9.3,21.9,23.5,10.5
2016-10-14,16.7,10.5,23.5,27.1,12.4
2016-10-15,19.1,12.4,27.1,19.5,15.4
2016-10-16,17.2,15.4,19.5,21.7,14.5
2016-10-17,17.5,14.5,21.7,24,11.2
2016-10-18,17,11.2,24,24.3,14
2016-10-19,18,14,24.3,25.8,12.9
2016-10-20,18.6,12.9,25.8,22,15.7
2016-10-21,17.9,15.7,22,22.8,14.5
2016-10-22,18.3,14.5,22.8,17.8,10.6
2016-10-23,13.3,10.6,17.8,20.6,9
2016-10-24,15.1,9,20.6,17.5,12.5
2016-10-25,14.1,12.5,17.5,16.3,10.5
2016-10-26,13.3,10.5,16.3,20.9,8.6
2016-10-27,14.6,8.6,20.9,18.4,10.2
2016-10-28,14.6,10.2,18.4,11.2,3.5
2016-10-29,7.8,3.5,11.2,15.1,1.6
2016-10-30,7.9,1.6,15.1,8.2,0.7
2016-10-31,5.7,0.7,8.2,6.6,-2.4
2016-11-01,1.5,-2.4,6.6,10.5,-2.7
2016-11-02,4.1,-2.7,10.5,14.1,4.2
2016-11-03,9.1,4.2,14.1,15.7,8.2
2016-11-04,12.3,8.2,15.7,18.1,12.2
2016-11-05,15,12.2,18.1,18.3,11.9
2016-11-06,14,11.9,18.3,17.8,8.5
2016-11-07,12.8,8.5,17.8,8.4,0.4
2016-11-08,4.1,0.4,8.4,8.6,-3.2
2016-11-09,2.1,-3.2,8.6,9.8,1.5
2016-11-10,6,1.5,9.8,14.2,6.2
2016-11-11,9.1,6.2,14.2,16.7,5.1
2016-11-12,11.4,5.1,16.7,18.1,12.1
2016-11-13,14.4,12.1,18.1,15.8,10.2
2016-11-14,13.2,10.2,15.8,10.2,2.5
2016-11-15,5.2,2.5,10.2,12,0
2016-11-16,5.2,0,12,16.5,4
2016-11-17,9.1,4,16.5,14.6,4.9
2016-11-18,10.3,4.9,14.6,18.6,9.9
2016-11-19,13,9.9,18.6,15.3,6.4
