일시,평균기온(°C),최저기온(°C),최고기온(°C),내일최고온도,내일최저온도
2019-09-27,22.9,19.6,27,29.2,19.4
2019-09-28,23.7,19.4,29.2,28.6,17.9
2019-09-29,22.6,17.9,28.6,29.9,16.4
2019-09-30,22.4,16.4,29.9,28.2,17.6
2019-10-01,23.1,17.6,28.2,24.2,20
2019-10-02,21.6,20,24.2,27.3,19.8
2019-10-03,22.4,19.8,27.3,27.8,18
2019-10-04,22.4,18,27.8,21.9,14.7
2019-10-05,18.7,14.7,21.9,22.7,13.2
2019-10-06,18.1,13.2,22.7,17.9,13.3
2019-10-07,14.8,13.3,17.9,19.8,10.6
2019-10-08,14.7,10.6,19.8,20.4,7.7
2019-10-09,13.6,7.7,20.4,19.8,10.7
2019-10-10,15.2,10.7,19.8,26.1,13
2019-10-11,18.8,13,26.1,23.3,13.3
2019-10-12,17.9,13.3,23.3,23.8,12.1
2019-10-13,17.2,12.1,23.8,19.6,9.5
2019-10-14,14.4,9.5,19.6,20.4,8.8
2019-10-15,14.5,8.8,20.4,20.8,9
2019-10-16,14.6,9,20.8,21.6,11.2
2019-10-17,15.4,11.2,21.6,22.7,12
2019-10-18,17,12,22.7,23.1,12.1
2019-10-19,17,12.1,23.1,22.9,12
2019-10-20,16.5,12,22.9,24.6,10.9
2019-10-21,17.1,10.9,24.6,24.4,13.3
2019-10-22,18.1,13.3,24.4,20.7,14.3
2019-10-23,17,14.3,20.7,23.8,15.3
2019-10-24,18.3,15.3,23.8,22,13.1
2019-10-25,16.7,13.1,22,14.9,6.6
2019-10-26,10,6.6,14.9,17.4,4.7
2019-10-27,11,4.7,17.4,17.7,7.4
2019-10-28,12.9,7.4,17.7,17.6,8.2
2019-10-29,12.5,8.2,17.6,17.7,5
2019-10-30,11.2,5,17.7,19.7,8.4
2019-10-31,14.8,8.4,19.7,20.5,11.4
2019-11-01,14.9,11.4,20.5,18.7,8.3
2019-11-02,13.6,8.3,18.7,22.1,9.4
2019-11-03,14.7,9.4,22.1,20.3,9.2
2019-11-04,13.8,9.2,20.3,18.4,8.4
2019-11-05,12.4,8.4,18.4,16.5,6.3
2019-11-06,11,6.3,16.5,13.6,5
2019-11-07,9.2,5,13.6,13,1.1
2019-11-08,6.8,1.1,13,17.2,3.5
2019-11-09,9.5,3.5,17.2,15.3,6.2
2019-11-10,10,6.2,15.3,15.1,7.9
2019-11-11,11.2,7.9,15.1,14.5,4.8
2019-11-12,9.3,4.8,14.5,11.3,3
2019-11-13,7.2,3,11.3,5,-2.5
2019-11-14,1.3,-2.5,5,7.6,1.4
2019-11-15,5.6,1.4,7.6,12.7,3.8
2019-11-16,6.8,3.8,12.7,10.5,5.6
2019-11-17,8.3,5.6,10.5,12.7,0.4
2019-11-18,4.6,0.4,12.7,4,-3.5
2019-11-19,0.2,-3.5,4,6.3,-4.6
2019-11-20,0.5,-4.6,6.3,9,-2.3
2019-11-21,4.2,-2.3,9,17.3,3
2019-11-22,9.7,3,17.3,17.7,7.7
2019-11-23,12.1,7.7,17.7,15.6,4.6
2019-11-24,9.8,4.6,15.6,6,-1.2
2019-11-25,1.9,-1.2,6,13.7,1.2
2019-11-26,6.6,1.2,13.7,6.8,0.3
2019-11-27,3.1,0.3,6.8,10.4,-0.6
2019-11-28,3.5,-0.6,10.4,6.9,-3.4
2019-11-29,1.5,-3.4,6.9,9.3,-1.4
2019-11-30,4.1,-1.4,9.3,6.2,2.3
2019-12-01,4.6,2.3,6.2,2.8,-3.2
2019-12-02,-0.1,-3.2,2.8,4.2,-5
2019-12-03,0.5,-5,4.2,7.2,-2
2019-12-04,2,-2,7.2,-0.2,-8.5
2019-12-05,-4.4,-8.5,-0.2,-1,-10.6
2019-12-06,-5.9,-10.6,-1,1.2,-5.5
2019-12-07,-2.4,-5.5,1.2,4.9,-5.5
2019-12-08,-0.9,-5.5,4.9,8,-1.3
2019-12-09,3.2,-1.3,8,10.8,6
2019-12-10,8.1,6,10.8,9.8,0.1
2019-12-11,6.3,0.1,9.8,3.4,-3.5
2019-12-12,-0.7,-3.5,3.4,5.9,-3.7
2019-12-13,2.1,-3.7,5.9,6.4,-0.1
2019-12-14,2.7,-0.1,6.4,11,0.4
2019-12-15,5.3,0.4,11,12.9,2.1
2019-12-16,7.8,2.1,12.9,10.2,3.2
2019-12-17,7.7,3.2,10.2,5.2,-1.7
2019-12-18,0.8,-1.7,5.2,3.1,-4.5
2019-12-19,-0.8,-4.5,3.1,2,-3.5
2019-12-20,-1.1,-3.5,2,1.5,-5.1
2019-12-21,-1.2,-5.1,1.5,8.4,0.3
2019-12-22,4.1,0.3,8.4,5.2,0.3
2019-12-23,3.4,0.3,5.2,6.5,-2.9
2019-12-24,0.8,-2.9,6.5,6.6,-2.7
2019-12-25,2,-2.7,6.6,4.1,-2.4
2019-12-26,2,-2.4,4.1,2.6,-4.6
2019-12-27,-1.7,-4.6,2.6,6.1,-3.6
2019-12-28,1.1,-3.6,6.1,6.2,1.1
2019-12-29,3.8,1.1,6.2,6.8,-5.7
2019-12-30,2.7,-5.7,6.8,-4.5,-10.9
2019-12-31,-7.9,-10.9,-4.5,0.3,-6.5
2020-01-01,-2.2,-6.5,0.3,3.8,-0.7
2020-01-02,1,-0.7,3.8,4.6,-3.4
2020-01-03,-0.1,-3.4,4.6,6.1,-2.8
2020-01-04,1.2,-2.8,6.1,6.6,-3.2
2020-01-05,1.3,-3.2,6.6,4.6,0.6
2020-01-06,3.1,0.6,4.6,7.7,4.2
2020-01-07,6.3,4.2,7.7,8.9,-0.4
2020-01-08,2.4,-0.4,8.9,2,-3.1
2020-01-09,-1.2,-3.1,2,4.2,-4.3
2020-01-10,-0.6,-4.3,4.2,3.9,-2.6
2020-01-11,-0.1,-2.6,3.9,2.8,-3.5
2020-01-12,-1,-3.5,2.8,0.2,-4.7
2020-01-13,-2.9,-4.7,0.2,2.6,-5.7
2020-01-14,-2.3,-5.7,2.6,2.2,-6.4
2020-01-15,-2.7,-6.4,2.2,3.2,-5.5
2020-01-16,-1.7,-5.5,3.2,4.9,-4.8
2020-01-17,-0.6,-4.8,4.9,5.9,-4.1
2020-01-18,0.3,-4.1,5.9,5.3,-0.4
2020-01-19,1.9,-0.4,5.3,5.5,-3.3
2020-01-20,0.7,-3.3,5.5,5.5,-5.6
2020-01-21,-0.4,-5.6,5.5,7.8,-0.1
2020-01-22,3,-0.1,7.8,9.9,0
2020-01-23,4.6,0,9.9,7.4,-1.3
2020-01-24,2.8,-1.3,7.4,8.8,0.6
2020-01-25,4.3,0.6,8.8,11.9,-0.2
2020-01-26,5.5,-0.2,11.9,7.5,4.8
2020-01-27,5.9,4.8,7.5,9.9,4.3
2020-01-28,6.8,4.3,9.9,9.6,3.2
2020-01-29,6,3.2,9.6,10.4,1.4
2020-01-30,5.2,1.4,10.4,8.9,1.4
2020-01-31,3.9,1.4,8.9,7.6,-1.2
2020-02-01,2.6,-1.2,7.6,5.3,-2.1
2020-02-02,1.5,-2.1,5.3,3,-2.9
2020-02-03,-0.4,-2.9,3,3.9,-6
2020-02-04,-1.6,-6,3.9,-4.9,-11
2020-02-05,-8.3,-11,-4.9,0.4,-11.8
2020-02-06,-6.4,-11.8,0.4,2.2,-7.2
2020-02-07,-1.7,-7.2,2.2,3.7,-2.3
2020-02-08,-0.1,-2.3,3.7,4.1,-5.6
2020-02-09,-0.5,-5.6,4.1,9.6,-0.7
2020-02-10,4,-0.7,9.6,14.6,-0.5
2020-02-11,6.8,-0.5,14.6,8.2,6.5
2020-02-12,7.4,6.5,8.2,8.7,4.9
2020-02-13,6.5,4.9,8.7,14.7,3.2
2020-02-14,8.1,3.2,14.7,15.6,6.2
2020-02-15,9.8,6.2,15.6,7.7,-4.3
2020-02-16,-1.4,-4.3,7.7,-3.9,-7.1
2020-02-17,-5.9,-7.1,-3.9,1.3,-8.3
2020-02-18,-4.1,-8.3,1.3,6.4,-4.4
2020-02-19,1,-4.4,6.4,10.8,-0.6
2020-02-20,4.6,-0.6,10.8,10.9,2.1
2020-02-21,6.7,2.1,10.9,7.9,0
2020-02-22,4,0,7.9,8,-2.5
2020-02-23,2.5,-2.5,8,12.2,0.8
2020-02-24,7,0.8,12.2,9.4,4.7
2020-02-25,6.7,4.7,9.4,10.4,2.8
2020-02-26,6.4,2.8,10.4,12.5,1.3
2020-02-27,6.1,1.3,12.5,5.9,3.6
2020-02-28,4.5,3.6,5.9,13,4.5
2020-02-29,7.7,4.5,13,10.1,3.2
2020-03-01,5.8,3.2,10.1,7.6,0
2020-03-02,3.4,0,7.6,10.5,0.3
2020-03-03,4.8,0.3,10.5,4.6,-1.3
2020-03-04,2.2,-1.3,4.6,6.3,-2.8
2020-03-05,1.4,-2.8,6.3,10.1,-2.5
